annex,entry_seq,ref_no,tier_seq,tier,tier_source,product_type,max_concentration,max_conc_value,max_conc_unit,max_conc_basis,all_conc_values,other,wording
III,209,203,1,a,label,"(a) Hair dye
substance in
oxidative hair
dye products
►M4 (b) Hair
dye
substance in
non-
oxidative hair
dye
products
►M4 (c) Products
intended
for
colouring
eyelashes",,,,,,"For (a) and (c): After mixing
under oxidative conditions
the maximum concentration
applied to hair or eyelashes
must not exceed 0,68 %
calculated as free base (1,0 %
as dihydrochloride). ◄
For (a) (b) and (c):
— Do not use with nitrosating agents
— Maximum nitrosamine
content: 50 μg /kg
— Keep in nitrite-free
containers ◄","►M4 (a) To be printed on the
label:
The mixing ratio.
‘ Hair colorants can
cause severe allergic
reactions.
Read and follow instructions.
This product is not
intended for use on
persons under the age
of 16.
Temporary “black
henna” tattoos may
increase your risk of
allergy.
Do not colour your hair
if:
— you have a rash on
your face or
sensitive, irritated
and damaged scalp,
— you have ever
experienced any
reaction after
colouring your hair,
— you have experienced
a reaction to a
temporary “black
henna” tattoo in the
past.’ ◄
►M4 (b) Can cause allergic reac-
tion ◄
►M4 (c) To be printed on the
label:
The mixing ratio.
‘For professional use
only.
This product can
cause severe allergic
reactions.
Read and follow instructions.
This product is not
intended for use on
persons under the age
of 16.
Temporary “black
henna” tattoos may
increase the risk of
allergy.
Eyelashes shall not be
coloured if the
consumer:
— has a rash on the face
or sensitive, irritated
and damaged scalp,
— has experienced any
reaction after
colouring hair or
eyelashes,
— has experienced a
reaction to a
temporary “black
henna” tattoo in the
past.
Rinse eyes immediately
if product comes into
contact with them.’ ◄"
III,209,203,2,b,label,,"(b) 0,68 % as
free base
(1,0 % as
dihydrochloride)",0.68,%,"1,0 % as
dihydrochloride","[0.68, 1.0]","For (a) and (c): After mixing
under oxidative conditions
the maximum concentration
applied to hair or eyelashes
must not exceed 0,68 %
calculated as free base (1,0 %
as dihydrochloride). ◄
For (a) (b) and (c):
— Do not use with nitrosating agents
— Maximum nitrosamine
content: 50 μg /kg
— Keep in nitrite-free
containers ◄","►M4 (a) To be printed on the
label:
The mixing ratio.
‘ Hair colorants can
cause severe allergic
reactions.
Read and follow instructions.
This product is not
intended for use on
persons under the age
of 16.
Temporary “black
henna” tattoos may
increase your risk of
allergy.
Do not colour your hair
if:
— you have a rash on
your face or
sensitive, irritated
and damaged scalp,
— you have ever
experienced any
reaction after
colouring your hair,
— you have experienced
a reaction to a
temporary “black
henna” tattoo in the
past.’ ◄
►M4 (b) Can cause allergic reac-
tion ◄
►M4 (c) To be printed on the
label:
The mixing ratio.
‘For professional use
only.
This product can
cause severe allergic
reactions.
Read and follow instructions.
This product is not
intended for use on
persons under the age
of 16.
Temporary “black
henna” tattoos may
increase the risk of
allergy.
Eyelashes shall not be
coloured if the
consumer:
— has a rash on the face
or sensitive, irritated
and damaged scalp,
— has experienced any
reaction after
colouring hair or
eyelashes,
— has experienced a
reaction to a
temporary “black
henna” tattoo in the
past.
Rinse eyes immediately
if product comes into
contact with them.’ ◄"
III,209,203,3,c,label,,,,,,,"For (a) and (c): After mixing
under oxidative conditions
the maximum concentration
applied to hair or eyelashes
must not exceed 0,68 %
calculated as free base (1,0 %
as dihydrochloride). ◄
For (a) (b) and (c):
— Do not use with nitrosating agents
— Maximum nitrosamine
content: 50 μg /kg
— Keep in nitrite-free
containers ◄
(c) For professional use
only. ◄","►M4 (a) To be printed on the
label:
The mixing ratio.
‘ Hair colorants can
cause severe allergic
reactions.
Read and follow instructions.
This product is not
intended for use on
persons under the age
of 16.
Temporary “black
henna” tattoos may
increase your risk of
allergy.
Do not colour your hair
if:
— you have a rash on
your face or
sensitive, irritated
and damaged scalp,
— you have ever
experienced any
reaction after
colouring your hair,
— you have experienced
a reaction to a
temporary “black
henna” tattoo in the
past.’ ◄
►M4 (b) Can cause allergic reac-
tion ◄
►M4 (c) To be printed on the
label:
The mixing ratio.
‘For professional use
only.
This product can
cause severe allergic
reactions.
Read and follow instructions.
This product is not
intended for use on
persons under the age
of 16.
Temporary “black
henna” tattoos may
increase the risk of
allergy.
Eyelashes shall not be
coloured if the
consumer:
— has a rash on the face
or sensitive, irritated
and damaged scalp,
— has experienced any
reaction after
colouring hair or
eyelashes,
— has experienced a
reaction to a
temporary “black
henna” tattoo in the
past.
Rinse eyes immediately
if product comes into
contact with them.’ ◄"
III,210,204,1,,none,"Hair dye substance
in non-oxidative
hair dye products","2,0 %",2.0,%,,,,Can cause allergic reaction
III,211,205,1,,none,,,,,,,,
III,212,206,1,a,label,"(a) Hair dye
substance in
oxidative hair
dye products",,,,,,"(a) After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 2,0 % (calculated as sulphate)","(a) To be printed on the label: The
mixing ratio.
‘ Hair colourants can cause
severe allergic reactions.
Read and follow instructions.
This product is not intended for
use on persons under the age
of 16.
Temporary “black henna”
tattoos may increase your risk
of allergy.
Do not colour your hair if:
— you have a rash on your
face or sensitive, irritated
and damaged scalp,
— you have ever experienced
any reaction after colouring
your hair,
— you have experienced a
reaction to a temporary
“black henna” tattoo in the
past.’"
III,212,206,2,b,label,"(b) Products
intended for
colouring
eyelashes",,,,,,"(b) After mixing under
oxidative conditions the
maximum concentration
applied to eyelashes
must not exceed 1,75 %
(calculated as free base)
(b) Professional use","(b) As from 3 March 2018, to be
printed on the label: The
mixing ratio.
‘ This product can cause
severe allergic reactions. Read
and follow instructions.
This product is not intended for
use on persons under the age of
16. Temporary “black henna”
tattoos may increase the risk of
allergy.
Eyelashes shall not be coloured
if the consumer:
— has a rash on the face or
sensitive, irritated and
damaged scalp,
— has experienced any
reaction after colouring
hair or eyelashes,
— has experienced a reaction
to a temporary “black
henna” tattoo in the past.
For professional use only.
Rinse eyes immediately if
product comes into contact with
them’."
III,213,207,1,a,label,"(a) Hair dye
substance in
oxidative hair
dye products",,,,,,"(a) After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 0,5 %","(a) To be printed on the label:
The mixing ratio.
For (a) and (b):
‘ Hair colorants can cause
severe allergic reactions.
Read and follow instructions.
This product is not intended for
use on persons under the age
of 16.
Temporary “black henna”
tattoos may increase your risk
of allergy.
Do not colour your hair if:
— you have a rash on your face
or sensitive, irritated and
damaged scalp,
— you have ever experienced
any reaction after colouring
your hair,
— you have experienced a
reaction to a temporary
“black henna” tattoo in the
past.’"
III,213,207,2,b,label,"(b) Hair dye
substance in
non-oxidative
hair dye
products","(b) 0,5 %",0.5,%,,,,
III,214,208,1,,none,"Hair dye
substance in
oxidative hair dye
products",,,,,,"After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 1,5 % (calculated as
hydrochloride)","To be printed on the label:
The mixing ratio.
‘ Hair colorants can cause severe
allergic reactions.
Read and follow instructions.
This product is not intended for use
on persons under the age of 16.
Temporary “black henna” tattoos
may increase your risk of allergy.
Do not colour your hair if:
— you have a rash on your face or
sensitive, irritated and damaged
scalp,
— you have ever experienced any
reaction after colouring your
hair,
— you have experienced a reaction
to a temporary “black henna”
tattoo in the past.’"
III,215,209,1,,none,"Hair dye
substance in
oxidative hair dye
products",,,,,,"After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 0,5 %","To be printed on the label:
The mixing ratio.
‘ Hair colorants can cause severe
allergic reactions.
Read and follow instructions.
This product is not intended for use
on persons under the age of 16.
Temporary “black henna” tattoos
may increase your risk of allergy.
Do not colour your hair if:
— you have a rash on your face or
sensitive, irritated and damaged
scalp,
— you have ever experienced any
reaction after colouring your
hair,
— you have experienced a reaction
to a temporary “black henna”
tattoo in the past.’"
III,216,210,1,,none,"Hair dye substance
in non-oxidative
hair dye products","1,6 %",1.6,%,,,,"‘ Hair colorants can cause severe
allergic reactions.
Read and follow instructions.
This product is not intended for use
on persons under the age of 16.
Temporary “black henna” tattoos
may increase your risk of allergy.
Do not colour your hair if:
— you have a rash on your face or
sensitive, irritated and damaged
scalp,
— you have ever experienced any
reaction after colouring your
hair,
— you have experienced a reaction
to a temporary “black henna”
tattoo in the past.’"
III,217,211,1,a,label,"(a) Hair dye
substance in
oxidative hair
dye products",,,,,,"(a) After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 1,0 %","(a) To be printed on the label: The
mixing ratio.
‘ Hair colourants can cause
severe allergic reactions.
Read and follow instructions.
This product is not intended for
use on persons under the age
of 16.
Temporary “black henna”
tattoos may increase your risk
of allergy.
Do not colour your hair if:
— you have a rash on your face
or sensitive, irritated and
damaged scalp,
— you have ever experienced
any reaction after colouring
your hair,
— you have experienced a
reaction to a temporary
b“lack henna” tattoo in the
past.’"
III,217,211,2,b,label,"(b) Products
intended for
colouring
eyelashes",,,,,,"(b) After mixing under
oxidative conditions the
maximum concentration
applied to eyelashes
must not exceed 0,5 %
(b) Professional use","(b) As from 3 March 2018, to be
printed on the label: The
mixing ratio.
‘ This product can cause
severe allergic reactions. Read
and follow instructions.
This product is not intended for
use on persons under the age of
16. Temporary “black henna”
tattoos may increase the risk of
allergy.
Eyelashes shall not be coloured
if the consumer:
— has a rash on the face or
sensitive, irritated and
damaged scalp,
— has experienced any reaction
after colouring hair or
eyelashes,
— has experienced a reaction
to a temporary “black
henna” tattoo in the past.
For professional use only.
Rinse eyes immediately if
product comes into contact with
them’."
III,218,212,1,,none,"Hair dye
substance in
oxidative hair dye
products",,,,,,"After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 2,0 % (When both 2-
Methyl-1-Naphthol and 1-
Acetoxy-2-Methylnaphthalene are present in a hair
dye formulation, the
maximum concentration on
the head of 2-Methyl-1-
Naphthol should not exceed
2,0 %).","To be printed on the label:
The mixing ratio.
‘ Hair colorants can cause severe
allergic reactions.
Read and follow instructions.
This product is not intended for use
on persons under the age of 16.
Temporary “black henna” tattoos
may increase your risk of allergy.
Do not colour your hair if:
— you have a rash on your face or
sensitive, irritated and damaged
scalp,
— you have ever experienced any
reaction after colouring your
hair,
— you have experienced a reaction
to a temporary “black henna”
tattoo in the past.’"
III,219,213,1,,none,"Hair dye
substance in
oxidative hair dye
products",,,,,,"After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 2,0 % (When both 2-
Methyl-1-Naphthol and 1-
Acetoxy-2-Methylnaphthalene are present in a hair
dye formulation, the
maximum concentration on
the head of 2-Methyl-1-
Naphthol should not exceed
2,0 %.)","To be printed on the label:
The mixing ratio.
‘ Hair colorants can cause severe
allergic reactions.
Read and follow instructions.
This product is not intended for use
on persons under the age of 16.
Temporary “black henna” tattoos
may increase your risk of allergy.
Do not colour your hair if:
— you have a rash on your face or
sensitive, irritated and damaged
scalp,
— you have ever experienced any
reaction after colouring your
hair,
— you have experienced a reaction
to a temporary “black henna”
tattoo in the past.’"
III,220,214,1,a,label,"(a) Hair dye
substance in
oxidative hair
dye products",,,,,,"(a) After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 1,0 %","(a) To be printed on the label:
The mixing ratio.
For (a) and (b):
‘ Hair colorants can cause
severe allergic reactions.
Read and follow instructions.
This product is not intended for
use on persons under the age
of 16.
Temporary “black henna”
tattoos may increase your risk
of allergy.
Do not colour your hair if:
— you have a rash on your
face or sensitive, irritated
and damaged scalp,
— you have ever experienced
any reaction after colouring
your hair,
— you have experienced a
reaction to a temporary
“black henna” tattoo in the
past.’"
III,220,214,2,b,label,"(b) Hair dye
substance in
non-oxidative
hair dye
products","(b) 0,2 %",0.2,%,,,,
III,221,215,1,a,label,"(a) Hair dye
substance in
oxidative hair
dye products",,,,,,"(a) After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 1,5 %","(a) To be printed on the label:
The mixing ratio.
‘ Hair colourants can cause
severe allergic reactions.
Read and follow instructions.
This product is not intended for
use on persons under the age
of 16.
Temporary “black henna”
tattoos may increase your risk
of allergy.
Do not colour your hair if:
— you have a rash on your
face or sensitive, irritated
and damaged scalp,
— you have ever experienced
any reaction after colouring
your hair,
— you have experienced a
reaction to a temporary
“black henna” tattoo in the
past.’"
III,221,215,2,b,label,"(b) Hair dye
substance in
non-oxidative
hair dye
products","(b) 1,0 %",1.0,%,,,,"(b) ‘ Hair colourants can cause
severe allergic reactions.
Read and follow instructions.
This product is not intended for
use on persons under the age
of 16.
Temporary “black henna”
tattoos may increase your risk
of allergy.
Do not colour your hair if:
— you have a rash on your
face or sensitive, irritated
and damaged scalp,
— you have ever experienced
any reaction after colouring
your hair,
— you have experienced a
reaction to a temporary
“black henna” tattoo in the
past.’"
III,222,216,1,a,label,"(a) Hair dye
substance in
oxidative hair
dye products",,,,,,"(a) After mixing under
oxidative conditions the
maximum concentration
applied to hair must not
exceed 1,0 %","(a) To be printed on the label:
The mixing ratio.
‘ Hair colourants can cause
severe allergic reactions.
Read and follow instructions.
This product is not intended for
use on persons under the age
of 16.
Temporary “black henna”
tattoos may increase your risk
of allergy.
Do not colour your hair if:
— you have a rash on your
face or sensitive, irritated
and damaged scalp,
— you have ever experienced
any reaction after colouring
your hair,
— you have experienced a
reaction to a temporary
“black henna” tattoo in the
past.’"
